#number,value,params_x0,params_x1,params_x10,params_x11,params_x2,params_x3,params_x4,params_x5,params_x6,params_x7,params_x8,params_x9
101,2.167321e+01,9.293736e-01,4.635989e-01,-2.144640e-01,7.041355e-01,-7.516688e-01,6.419014e-02,3.474748e-01,-8.594748e-01,5.418719e-01,-7.949600e-01,8.272992e-01,-5.919117e-01
102,2.737777e+01,7.981052e-01,2.125747e-01,-2.872253e-01,8.232505e-01,-8.418603e-01,1.664371e-01,4.524282e-01,-9.106666e-01,3.621629e-01,-9.379564e-01,9.765128e-01,-7.032288e-01
103,2.056004e+01,7.034057e-01,4.101259e-01,-2.098989e-01,9.022972e-01,-6.785729e-01,2.172081e-01,4.161982e-01,-7.749755e-01,5.043010e-01,-8.442272e-01,9.983414e-01,-7.340783e-01
104,3.160262e+01,8.413308e-01,3.272159e-01,-6.799002e-02,5.925356e-01,-9.292359e-01,2.239578e-02,5.480836e-01,-9.940332e-01,6.770392e-01,-7.453290e-01,7.724100e-01,-4.510333e-01
105,3.140854e+01,6.412773e-01,5.994686e-01,-3.454702e-01,6.811657e-01,-8.858728e-01,9.906389e-02,3.165177e-01,-8.425872e-01,5.724803e-01,-8.313079e-01,8.854311e-01,-5.956568e-01
106,2.017857e+01,9.395517e-01,5.274076e-01,-6.604511e-01,7.531434e-01,-8.150932e-01,1.788908e-02,6.279343e-01,-9.396039e-01,6.067463e-01,-9.812578e-01,8.202408e-01,-9.488872e-01
107,3.084199e+01,9.774496e-01,1.540535e-01,-5.794578e-01,9.418750e-01,-9.502354e-01,-3.460487e-02,4.798010e-01,-8.963813e-01,7.521115e-01,-7.424914e-01,4.022189e-01,-6.280390e-01
108,2.060558e+01,7.415965e-01,4.997323e-01,-1.057502e-01,8.431053e-01,-3.880579e-01,1.658329e-01,1.978768e-01,-8.027482e-01,6.555858e-01,-5.221025e-01,6.769171e-01,-5.066100e-01
109,2.439556e+01,9.993091e-01,2.557872e-01,-5.235634e-01,7.337038e-01,-7.307638e-01,7.969581e-02,4.000843e-01,-7.497713e-01,3.948610e-01,-6.372154e-01,8.654174e-01,-8.089185e-01
110,2.132221e+01,6.550220e-01,4.459543e-01,2.123183e-02,3.921369e-01,-8.763550e-01,2.926048e-01,5.227000e-01,-8.291190e-01,8.428871e-01,-3.306432e-01,3.356657e-01,2.498164e-01
111,3.214574e+01,8.280384e-01,2.987268e-01,-2.269955e-01,8.096943e-01,-7.980828e-01,-3.588665e-02,5.969148e-01,-9.574877e-01,5.797218e-01,-5.811181e-01,9.273474e-01,-5.116260e-01
112,2.562069e+01,8.995263e-01,3.719668e-01,-3.166649e-01,8.038955e-01,-7.564520e-01,-1.097401e-01,5.299500e-01,-9.541396e-01,4.659696e-01,-7.150254e-01,9.194418e-01,-4.198200e-01
113,3.156787e+01,5.925929e-01,8.261079e-03,-2.775223e-01,6.732295e-01,-6.726885e-01,-1.557705e-01,4.861857e-01,-8.710985e-01,5.240506e-01,-5.574553e-01,7.470413e-01,-5.473746e-01
114,2.116065e+01,-5.824387e-02,2.759106e-01,-1.466811e-01,8.766041e-01,-9.576080e-01,1.388487e-01,6.602672e-01,-9.974818e-01,4.189184e-01,-4.363178e-01,2.840284e-01,-3.525587e-01
115,2.224343e+01,7.492695e-01,1.340135e-01,-2.593088e-01,7.844632e-01,-8.978134e-01,1.181286e-02,2.932650e-01,-9.121555e-01,2.989583e-01,-8.058963e-01,2.261273e-01,-8.664125e-01
116,3.228625e+01,-1.290038e-01,7.452592e-02,-5.005024e-01,6.229649e-01,-3.003318e-01,-5.795921e-02,5.632669e-01,-8.374720e-01,2.495748e-02,-4.827521e-01,4.258560e-01,1.890313e-01
117,2.084933e+01,-1.195773e-01,-1.442006e-01,-4.477940e-01,5.519809e-01,-3.217923e-01,2.401528e-01,5.514370e-01,-7.867612e-01,-2.868001e-01,-3.755084e-01,4.119483e-01,1.935833e-01
118,2.196619e+01,6.991526e-01,6.530033e-02,-5.039622e-01,4.986111e-01,-2.904750e-01,4.551844e-02,7.878481e-01,-8.388136e-01,-3.712993e-01,-4.725471e-01,1.798422e-01,-6.652728e-01
119,2.330457e+01,-2.244807e-01,2.409781e-01,-6.324683e-01,6.194085e-01,-2.111877e-01,-9.334801e-02,3.397345e-01,-7.247823e-01,2.591581e-02,-8.933508e-01,4.756538e-01,5.803876e-02
120,2.118898e+01,-1.706677e-01,4.152634e-01,-3.619495e-01,5.751822e-01,-4.959668e-01,3.429035e-01,6.176218e-01,-8.849226e-01,8.187115e-01,-2.310435e-01,3.507316e-01,2.434562e-01
121,2.185283e+01,-1.365319e-01,1.851800e-01,-4.088579e-01,6.640618e-01,-1.646703e-01,-6.064129e-02,4.982820e-01,-9.448862e-01,7.140161e-01,-5.533000e-01,-1.807275e-01,1.619175e-01
